address,city,hrsFri,hrsMon,hrsSat,hrsSun,hrsThu,hrsTue,hrsWed,inventoryStatus,isEligibleForDelivery,isEligibleForPickup,isEligibleForShipToHome,isSellable,latitude,longitude,phoneNumber,productQTY,state,storeNumber,storeServiceBitmap,storeType,zipCode
"5597 Cielito Lindo Blvd.","Laredo",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,27.4329,-99.4641,9563073514,0,"TX",30021,1081408,2,78046
"840 North Main St.","Beaver",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,38.286,-112.641,4353105321,0,"UT",30180,32832,1,84713
"667 Monroe Blvd","Ogden",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,41.252132,-111.955098,3854920788,0,"UT",10677,32834,1,84404-4461
"3161 Washington Blvd","Ogden",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,41.206826,-111.97078,3852890850,0,"UT",19309,32866,1,84401-3946
"454 E Main St","Price",0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0,False,False,False,False,39.59897,-110.802347,3852831842,0,"UT",11120,32866,1,84501-3135
"857 N Redwood Rd","Salt Lake City",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,40.788167,-111.93936,3852101880,0,"UT",19311,32834,1,84116-1912
"3646 W 4700 S","West Valley City",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,40.667574,-111.97812,3854343334,0,"UT",19313,32834,1,84118
"74 W 7200 S","Midvale",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,40.620589,-111.89354,3854343170,0,"UT",19308,32802,1,84047-3747
"835 South Hwy 191","Moab",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,38.5596,-109.5457,4353832728,0,"UT",10984,32802,1,84532
"4780 N 410 E","Enoch",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.7646,-113.055,4353831088,0,"UT",30051,32832,1,84721
"385 N Main St","Nephi",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,39.71383,-111.836858,4356102260,0,"UT",10985,32802,1,84648-1415
"355 S 600 E","Provo",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,40.228947,-111.64826,8013746660,0,"UT",19310,32866,1,84606-4764
"175 E Main St","Delta",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,39.352923,-112.571164,3852830115,0,"UT",11114,34914,1,84624-8497
"463 South Main Street","Blanding",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.6189,-109.4777,4355621406,0,"UT",30049,32832,1,84511
"3435 Lankford Hwy","Exmore",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.5282,-75.8302,7575510450,0,"VA",475,32834,1,23350-2641
"16512 Lankford Hwy","Eastville",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.3504,-75.9388,7573311327,0,"VA",21488,32866,1,23347
"3494 Country Pl","Cape Charles",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,37.2723,-75.9744,7573305132,0,"VA",474,34914,1,23310-2751
"8143 Buckley Hall Rd","Hudgins",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.4729,-76.327,8045050885,0,"VA",18163,34914,1,23076
"11000 Buckley Hall Rd","Mathews",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,37.4367,-76.319,8043849764,0,"VA",2170,34850,1,23109-0893
"15718 General Puller Hwy","Deltaville",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,37.555165,-76.366213,8042800015,0,"VA",9875,34914,1,23043-2032
"930 Rappahannock Dr","White Stone",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.6456,-76.3956,8044804550,0,"VA",20075,32802,1,22578
"5742 3 Notched Rd","Crozet",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,38.069752,-78.697848,4342051220,0,"VA",431,34882,1,22932-0416
"8263 Spotswood Trl","Stanardsville",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,38.298178,-78.443444,4344815001,0,"VA",1959,34850,1,22973-2848
"1781 E Side Hwy","Crimora",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,38.1513,-78.8408,5403243707,0,"VA",2854,34850,1,24431-2400
"990 Hopeman Pkwy","Waynesboro",0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0,False,False,False,False,38.0863,-78.8834,5405665110,0,"VA",10432,34818,1,22980-1800
"405 3rd St","Grottoes",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,38.263491,-78.830876,5405840010,0,"VA",11518,34914,1,24441-1528
"19 Market St","Palmyra",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.899854,-78.31188,4343730726,0,"VA",12452,34880,1,22963-5448
"101 Rosser Ave","Waynesboro",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,38.0727,-78.9028,5405699642,0,"VA",3919,32802,1,22980-3510
"969 Valley St","Scottsville",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.805908,-78.499207,4342122955,0,"VA",462,34914,1,24590-0383
"45 Judy Ln","Mcgaheysville",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,38.3745,-78.7309,5402890289,0,"VA",18050,34914,1,22840-2361
"1761 Jefferson Highway","Fishersville",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,38.09838,-78.969347,4343330849,0,"VA",13795,34882,1,22939-2260
"14804 Spotswood Trl","Elkton",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,38.4048,-78.6517,5407131730,0,"VA",9786,1081442,1,22827-3024
"2985 Rockfish Valley Hwy","Nellysford",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.8913,-78.872,4342262212,0,"VA",17675,34914,1,22958-2311
"36 Franklin St","Weyers Cave",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,38.2845,-78.916184,5408798840,0,"VA",11303,34914,1,24486-2340
"2432 Lee Hwy","Mount Sidney",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,38.2604,-78.9581,5404578601,0,"VA",25837,1081344,1,24467
"13260 James Madison Hwy","Orange",0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0,False,False,False,False,38.2231,-78.1231,5405134115,0,"VA",2472,34882,1,22960-2810
"554 S Main St","Madison",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,38.375641,-78.262388,5407380966,0,"VA",12579,34914,1,22727-3082
"465 Lee Hwy Ste 103","Verona",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,38.2026,-79.0074,5406095060,0,"VA",3138,1082370,1,24482-0036
"2814 Stuarts Draft Hwy","Stuarts Draft",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,38.0369,-79.0291,5403249920,0,"VA",2726,32866,1,24477-0754
"727 4th St","Shenandoah",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,38.4835,-78.6189,5409180212,0,"VA",11307,1083490,1,22849-1616
"1013 Greenville Ave","Staunton",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,38.13214,-79.062102,5402550243,0,"VA",1865,33792,1,24401-5018
"17475 Louisa Rd","Louisa",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,38.0516,-78.0758,5406030444,0,"VA",17910,1083490,1,23093
"543 Madison Rd","Orange",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,38.255,-78.1155,5403089423,0,"VA",434,32802,1,22960-1087
"340 N Central Ave","Staunton",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,38.1557,-79.0739,5403320140,0,"VA",21710,32866,1,24401-3311
"4091 James Madison Hwy","Fork Union",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.755847,-78.270358,4343285392,0,"VA",11421,32866,1,23055-2309
"213 White Hill Rd","Staunton",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,38.0779,-79.09,5402550137,0,"VA",24587,32832,1,24401-5614
"88 Main St","Lovingston",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,37.76,-78.8727,4346613025,0,"VA",1747,32866,1,22949-0619
"406 E Main St","Louisa",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,38.01936,-77.995136,5407488050,0,"VA",436,32802,1,23093-0582
"4814 Penlan Rd","New Canton",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.6512,-78.3552,4345814050,0,"VA",17919,1081378,1,23123
"4815 Broad Street Rd","Louisa",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.84391,-77.9979,8044574003,0,"VA",23103,1081408,1,23093-2205
"172 Davis Hwy","Mineral",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,38.0154,-77.910528,5406347501,0,"VA",11300,34914,1,23117-4152
"24247 Constitution Hwy","Unionville",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,38.267637,-77.951801,5408952198,0,"VA",15947,34914,1,22567-2732
"4171 Lee Jackson Hwy","Greenville",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,38.0025,-79.158,5405699638,0,"VA",7497,35904,1,24440-0405
"2217 W Beverley St","Staunton",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,38.1557,-79.1012,5402550080,0,"VA",4828,34882,1,24401-2905
"5671 Lowesville Rd","Piney River",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.7177,-79.0198,4342771240,0,"VA",18577,2050,1,22964
"21 Main St","Dillwyn",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.543345,-78.473027,4342550602,0,"VA",1360,34914,1,23936-3330
"49 Tyco St","Harrisonburg",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,38.4608,-78.8552,5402174323,0,"VA",20317,32866,1,22802
"1640 Virginia Ave","Harrisonburg",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,38.4779,-78.8714,5407051128,0,"VA",7693,32834,1,22802-8369
"502 W Main Street","Stanley",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,38.577,-78.5127,5407820010,0,"VA",4202,34850,1,22851-3812
"10559 N Valley Pike","Broadway",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,38.5622,-78.7477,5402150737,0,"VA",24193,32832,1,22815-3700
"25 Castle Court","Fairfield",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.8836,-79.2816,5407993315,0,"VA",25783,1081344,1,24435
"1500 New Bridge Rd","Mineral",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,38.082169,-77.853397,5406347505,0,"VA",14639,34914,1,23117-4955
"8080 Kentucky Springs Rd","Mineral",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,38.04811,-77.81683,5402598809,0,"VA",22386,32834,1,23117
"3208 Cumberland Rd","Cumberland",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.4412,-78.3283,2764457005,0,"VA",20264,32866,1,23040
"171 Ambriar S/C","Amherst",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,37.5636,-79.0643,4346613190,0,"VA",2836,34818,1,24521-0505
"1432 Anderson Hwy","Cumberland",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.4995,-78.2418,4342550013,0,"VA",8810,1083394,1,23040-2532
"7783 Richmond Hwy","Appomattox",0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0,False,False,False,False,37.365898,-78.845537,4342903025,0,"VA",2583,32770,1,24522-0129
"820 Main St","Clifton Forge",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.8157,-79.8206,5714040540,0,"VA",273,34914,1,24422-1764
"1264 S Craig Ave","Covington",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,37.7793,-79.9907,8043169340,0,"VA",268,34914,1,24426-2225
"9328 Sam Snead Hwy","Hot Springs",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,38.012983,-79.810281,5404016655,0,"VA",12993,32834,1,24445-2755
"955 Virginia Ave","Goshen",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.993024,-79.502307,5409972013,0,"VA",2563,32834,1,24439-2001
"123 Walker St","Lexington",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,37.7784,-79.4363,5402289804,0,"VA",2517,32802,1,24450-2431
"17748 Main St","Buchanan",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.5127,-79.7087,5409240550,0,"VA",8152,34914,1,24066
"8505 Roanoke Road","Fincastle",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.496371,-79.879849,2764517545,0,"VA",11193,34914,1,24090-0355
"825 Rockbridge Rd","Glasgow",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.6308,-79.4479,5405720882,0,"VA",6395,1083490,1,24555
"2146 E Midland Trl","Buena Vista",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,37.742702,-79.380025,5405720061,0,"VA",339,34914,1,24416-4603
"143 E Craig St","Craigsville",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,38.080772,-79.378514,5409972057,0,"VA",11299,34914,1,24430-2008
"2710 Lee Hwy","Troutville",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.3847,-79.9021,5406138245,0,"VA",12023,1343586,2,24175-6330
"11490 W. Lynchburg Salem Tpke","Montvale",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.38424,-79.731801,5409474566,0,"VA",16524,1083490,1,24122-2999
"38250 Midland Trl E Hc 30 Box","Caldwell",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,37.7728,-80.351,6814840075,0,"WV",18059,34882,1,24925-9791
"3492 Jefferson St N","Lewisburg",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,37.8312,-80.4182,6814840050,0,"WV",15141,1081442,1,24901
"21224 Seneca Trail N","Frankford",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.92,-80.3834,6812990122,0,"WV",18775,32866,1,24938
"9140 Amelia Street","Amelia Court House",0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0,False,False,False,False,37.3439,-77.9798,8043629201,0,"VA",4720,1083394,1,23002-0874
"13950 Butlers Rd","Amelia Courthouse",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.3677,-77.9301,8046300115,0,"VA",24340,32832,1,23002-2965
"5851 Drunkard Rd","Jetersville",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.2865,-78.1069,8044047387,0,"VA",23393,32832,1,23083
"603 W Virginia Ave","Crewe",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.1801,-78.1306,4342890703,0,"VA",366,34914,1,23930-1100
"101 Rocky Hill Rd","Blackstone",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.1338,-77.9146,4342647025,0,"VA",20774,32866,1,23824
"2470 Anderson Hwy","Powhatan",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,37.5211,-77.818,8043720033,0,"VA",2032,34850,1,23139-7525
"402 Second St","Burkeville",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.186671,-78.205267,4347678525,0,"VA",13109,34914,1,23922-3167
"1001 Rices Depot Rd","Rice",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.2751,-78.2908,4343940120,0,"VA",18171,66,1,23966
"1011 S Main St","Blackstone",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,37.067822,-78.003529,4342641334,0,"VA",484,34914,1,23824-2611
"8255 W Patrick Henry Hwy","Green Bay",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.1325,-78.3174,4347678050,0,"VA",20662,32866,1,23942
"1405-B South Main St","Farmville",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,37.290443,-78.397704,4344736155,0,"VA",961,32802,1,23901-2212
"4979 Farmville Road","Farmville",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.24794,-78.44207,4343943597,0,"VA",25161,32832,1,23901
"7828 Midlothian Turnpike","Richmond",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,37.4984,-77.5409,8044194580,0,"VA",3706,32770,1,23235-5228
"410 Main St","Kenbridge",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,36.9637,-78.1321,4343390330,0,"VA",1970,34882,1,23944-0730
"7218 Hull St Rd","Richmond",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.4717,-77.5271,8044047290,0,"VA",4148,32770,1,23235-5833
"21550 Cox Rd","Sutherland",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.195,-77.5382,8042069067,0,"VA",24126,1081408,1,23885
"6213 Belmont Rd","Chesterfield",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.4531,-77.5134,8046210127,0,"VA",17081,34882,1,23832-8210
"60 Broad Street Rd","Manakin Sabot",0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0,False,False,False,False,37.6701,-77.6822,8047081550,0,"VA",2843,32802,1,23103-2213
"20 K V Road","Victoria",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,36.9848,-78.2179,4342885700,0,"VA",3281,34914,1,23974-2614
"6501 Iron Bridge Pl","Richmond",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,37.426706,-77.492042,8049308902,0,"VA",7005,32834,1,23234-5300
"10629 Doyle Blvd","Mckenney",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,36.9831,-77.7196,8047048324,0,"VA",11740,34914,1,23872-2550
"5201 Hull Street Rd","Richmond",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.491927,-77.488824,8044958635,0,"VA",9624,32770,1,23224-2423
"13509 Boydton Plank Rd","Dinwiddie",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,37.085857,-77.577953,8046668910,0,"VA",12964,34914,1,23841-2435
"65 Harris Creek Rd","Prospect",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.30346,-78.54812,4344063200,0,"VA",20398,32866,1,23960
"314 King St","Keysville",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.0392,-78.4805,4347365209,0,"VA",429,32866,1,23947-0418
"6730 Jefferson Davis Hwy","Richmond",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.432863,-77.440211,8044497173,0,"VA",13061,34914,1,23237-1219
"3903 Walmsley Blvd.","Richmond",0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0,False,False,False,False,37.468281,-77.46828,8046668918,0,"VA",13122,32834,1,23234-2417
"25100 Hofheimer Way","North Dinwiddie",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.1918,-77.4718,8047046940,0,"VA",17337,34914,1,23803
"3301 Jefferson Davis Hwy","Richmond",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,37.479039,-77.443796,8048224120,0,"VA",12648,32866,1,23234-2131
"11640 Jefferson Davis Hwy","Chester",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,37.36811,-77.418302,8048210025,0,"VA",6197,32866,1,23831-2353
"20829 Woodpecker Rd","Ettrick",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.2406,-77.4329,8045186953,0,"VA",1763,34818,1,23803-2573
"2201 W Washington St","Petersburg",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.2184,-77.440903,8044819015,0,"VA",11974,32866,1,23803-2729
"244 Amelon Sq","Madison Heights",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,37.467,-79.1188,4343336525,0,"VA",1048,34818,1,24572-5981
"2515 Elon Rd","Monroe",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.5187,-79.1957,4348560123,0,"VA",21719,32866,1,24574-2903
"4689 S Amherst Hwy","Madison Heights",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,37.4446,-79.1197,4343336990,0,"VA",2720,34914,1,24572-1056
"2303 Bedford Ave","Lynchburg",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.4339,-79.1667,4343633690,0,"VA",20598,34914,1,24503-2715
"2312 Memorial Ave","Lynchburg",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.404629,-79.165972,4345152931,0,"VA",4018,32866,1,24501-2651
"2844 Linkhorne Dr","Lynchburg",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,37.4163,-79.2022,4343336403,0,"VA",2647,34882,1,24503-3322
"6113 Boonsboro Road","Lynchburg",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,37.449122,-79.261721,4343370685,0,"VA",14252,34914,1,24503-3784
"2150 Wards Rd","Lynchburg",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.374,-79.1848,4349221812,0,"VA",4141,32834,1,24502-5312
"12197 Richmond Highway","Concord",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.350754,-78.987384,4344480761,0,"VA",12402,34914,1,24538-0752
"17421 Forest Rd","Forest",0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0,False,False,False,False,37.37,-79.252,4344736554,0,"VA",7198,32770,1,24551-5020
"1049 Perrowville Road","Forest",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,37.371184,-79.301454,5404253810,0,"VA",15138,32866,1,24551
"329 Campbell Hwy","Rustburg",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.2812,-79.1031,4344480515,0,"VA",20641,32834,1,24588
"12283 Wards Road","Rustburg",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.297396,-79.171853,4344480795,0,"VA",13900,34882,1,24588-3542
"11811 E Lynchburg Salem Turnpi","Forest",0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0,False,False,False,False,37.304615,-79.315689,4343633655,0,"VA",15649,34882,1,24551-1586
"2482 Pamplin Rd","Pamplin",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.27099,-78.6846,4345950533,0,"VA",12551,34882,1,23958-3681
"9781 Red House Rd","Red House",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.19,-78.8118,4342480110,0,"VA",19480,32834,1,23963
"44 Marysville Road","Altavista",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.1849,-79.2034,4346080732,0,"VA",17157,34914,1,24517
"1507 Longwood Ave","Bedford",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,37.3476,-79.5063,5404253885,0,"VA",18693,34914,1,24523-2208
